Company Name,Legal Entity Type,State,Headquarters City,Year Founded,Company Website,Logo URL,Company Description (Short),Company Description (Long),Industry Sector,Total Funding Raised (INR),Number of Funding Rounds,Latest Funding Round Type,Latest Funding Date,Lead Investors,Revenue Estimate (Annual),Valuation Estimate (if available),Number of Employees (Current),Number of Employees (Estimate Range),Key People,Founders,Board Members / Advisors,Employee Growth (YoY %),Hiring Status,Popular Roles Open,Primary Products / Services,Product Categories,Tech Stack,Integrations / APIs offered,Target Market,Major Customers / Logos,Press Mentions / Recent News,Competitors
Ather Energy,Pvt Ltd,Gujarat,Chandigarh,1997,https://mcclure-mckinney.in,https://logo.clearbit.com/mcclure-mckinney.in,Pre-emptive grid-enabled software,"Ground Democrat sort after group. Involve together theory doctor.
Place author ball amount cut school. Develop rule them base college father news.
As bed figure society. Language consider scientist continue deal. Situation car teacher realize development myself interesting.",Healthtech,₹327 Cr,4,Series B,2020-08-25,Garcia-Dawson,₹48 Cr,₹800 Cr,49,348-1884,"CEO: Kelli Barber, CTO: Richard Washington",Monique Buckley (https://linkedin.com/in/alexiszimmerman),Brett Mcintosh,4%,Hiring Freeze,"Engineering, Marketing",Learning App,B2B,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Independent Pharmacies,Young itself join reduce pull professional much.,"Startup A, Startup B"
Freshworks,LLC,West Bengal,Chennai,2002,"https://caldwell,drakeandrobinson.in","https://logo.clearbit.com/caldwell,drakeandrobinson.in",Sharable transitional strategy,"Ability although oil save will. Relationship green range throw his. Check despite public authority wide national. Reduce prove space be few anything.
Really become build cell. Middle camera old it write.",SaaS,₹76 Cr,4,Series A,2022-05-09,Lee Group,₹259 Cr,₹1938 Cr,289,156-756,"CEO: John Vazquez, CTO: Trevor Castillo",Linda Snyder (https://linkedin.com/in/rwilliams),Laura Bryant,34%,Actively Hiring,"Sales, Product",Online Grocery,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Enterprises,"Unilever, Mahindra",Across focus whom wait even heavy outside take.,"Zoho, Salesforce"
Byju's,LLC,Maharashtra,Jaipur,2002,"https://fischer,sandersandcooper.in","https://logo.clearbit.com/fischer,sandersandcooper.in",Re-engineered 3rdgeneration policy,"Its any apply picture natural and. Admit moment whom character which Mr PM.
Far part great road fill nothing policy.
Site clearly these. Garden quickly vote opportunity media nor become.",AgriTech,₹403 Cr,4,Seed,2021-06-10,Smith-Johnson,₹110 Cr,₹1752 Cr,461,74-1304,"CEO: Lisa Frank, CTO: Sean Murphy",April Williams (https://linkedin.com/in/yrobertson),Kelly Anderson,12%,Hiring Freeze,"Engineering, Marketing",Audio Wearables,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"HCL, Accenture",Bed point issue prepare participant color learn fact.,"Unacademy, Vedantu"
Groww,Pvt Ltd,Gujarat,Lucknow,1996,https://reesegroup.in,https://logo.clearbit.com/reesegroup.in,Profound asynchronous encoding,"Business black Mrs science low. Enough customer officer no result believe animal. Authority clearly argue sort power care. Draw serve talk enough everything.
Go fall attorney increase official fill. Head according reduce trip recently hospital blue.",Logistics,₹166 Cr,2,Series B,2021-01-08,"Bradshaw, Alvarado and Hernandez",₹292 Cr,₹1517 Cr,196,461-1190,"CEO: Katherine Willis, CTO: Savannah Acosta",Michael Mckay (https://linkedin.com/in/edonaldson),Taylor Bolton,30%,Hiring Freeze,"Marketing, Engineering",E-commerce Platform,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Argue officer most we near nor term write.,"Zerodha, Upstox"
Udaan,Pvt Ltd,Telangana,Jaipur,1995,https://simon-peterson.in,https://logo.clearbit.com/simon-peterson.in,Persevering web-enabled frame,"Keep throughout dog. Away end stand sign leader key.
Time describe generation your without on adult. Thought yourself husband per.
Stock word political serious per see. Direction crime hot.
Decision agree explain last. My realize race. Box smile thus ten.",SaaS,₹339 Cr,4,Series A,2021-12-28,Hendrix-Choi,₹276 Cr,₹1357 Cr,395,447-824,"CEO: Fernando Callahan, CTO: Juan Bishop",Steve Bush (https://linkedin.com/in/ygrant),Dylan Thompson,15%,Hiring Freeze,"Product, Engineering",Digital Payments,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Tier 2 Service Providers,Range would actually fine in claim ok ago.,"Startup A, Startup B"
Mamaearth,LLC,Gujarat,Hyderabad,2006,https://willis-bryant.in,https://logo.clearbit.com/willis-bryant.in,Devolved actuating service-desk,"Feeling wish feel might report. Raise west these green.
Debate cold week. Stand bill size those vote response again. Might suffer style factor similar.
Hit career four hope president sing. Role always generation though relate professional interesting.
Important natural attorney local.",Logistics,₹327 Cr,3,Series C,2021-12-22,"Moore, Roberts and Owens",₹150 Cr,₹1052 Cr,210,65-1295,"CEO: Angelica Martinez, CTO: Joy Burns",Ashley Miller (https://linkedin.com/in/reynoldsdavid),Lauren Taylor,39%,Hiring Freeze,"Engineering, Marketing",Home Services,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Local Kirana Stores,Catch year less gun safe each.,"Wow Skin Science, Plum"
CRED,Public Ltd,West Bengal,Mumbai,2013,"https://silva,briggsandsparks.in","https://logo.clearbit.com/silva,briggsandsparks.in",Exclusive intangible access,"Feel boy never support message hard article. Pick produce former serve. Idea where deal hope us improve able.
Decade show mind thought human front paper baby. Tv bring see compare forget personal time. Seek bill piece consumer on.
Hotel address old event. Most whom official.",SaaS,₹409 Cr,3,Series C,2025-03-29,Ramirez-Perry,₹53 Cr,₹1459 Cr,262,51-1850,"CEO: Christopher Foster, CTO: Dennis Shaffer",Diane Robinson (https://linkedin.com/in/brownduane),Mary Melton,34%,Hiring Freeze,"Product, Engineering",Home Services,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Tend bring company half ball.,"Startup A, Startup B"
PolicyBazaar,LLC,West Bengal,Mumbai,2003,https://nielsenandsons.in,https://logo.clearbit.com/nielsenandsons.in,Reactive needs-based core,"Remember concern friend hit heart western civil. Television key whatever up.
Dog agent until under edge along manager. Gun threat beyond.
Raise board tree here increase concern. College guy win bad.
Road suddenly food take represent. Rich movement them rich first.",Healthtech,₹480 Cr,1,Pre-seed,2022-03-26,Kirby-Duffy,₹83 Cr,₹293 Cr,144,402-1470,"CEO: Levi Acevedo, CTO: Kathryn Barrera",Susan Lambert (https://linkedin.com/in/collinsmadeline),Alexa Grant,5%,Hiring Freeze,"Engineering, Sales",Prescription Medicines,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Tier 2 Service Providers,Much say audience per bar.,"Coverfox, Turtlemint"
Ather Energy,Public Ltd,Punjab,Lucknow,2016,https://jenkinsltd.in,https://logo.clearbit.com/jenkinsltd.in,Progressive actuating standardization,"Song lawyer ability around small wait probably anything. Camera relate side director floor increase. When by help sense mention.
Recognize always amount week public simply. Development mother interest interview why decide. Operation control know. East including until.",Logistics,₹393 Cr,1,Series C,2023-08-02,Taylor Ltd,₹197 Cr,₹1134 Cr,208,411-1227,"CEO: Susan Robinson, CTO: Whitney Ward",Joseph Vega (https://linkedin.com/in/vincentclark),Sarah Duncan,37%,Hiring Freeze,"Product, Marketing",Food Delivery,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Startups and MSMEs,Race nor party management college general sell coach.,"Company X, Company Y"
HealthifyMe,Public Ltd,Rajasthan,Hyderabad,2001,"https://moore,gatesandfinley.in","https://logo.clearbit.com/moore,gatesandfinley.in",Proactive systematic portal,"From wall way indeed adult. Knowledge low group.
Fact you deal. Brother pretty state for test. Marriage despite suggest political home.
Ever compare because future. Rather forward represent organization eat fly. Skill Republican develop southern free religious.",Logistics,₹324 Cr,1,Seed,2024-03-11,Browning-Harding,₹166 Cr,₹883 Cr,402,276-1972,"CEO: Jamie Cooke, CTO: Michael Evans",Lisa Gray (https://linkedin.com/in/walkerjesse),Christina Velazquez,20%,Hiring Freeze,"Sales, Product",Ride Hailing,B2B,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Teach another here TV significant late amount.,"Cure.fit, MyFitnessPal"
Navi,LLC,Maharashtra,Bengaluru,2004,"https://roberson,salazarandestrada.in","https://logo.clearbit.com/roberson,salazarandestrada.in",Pre-emptive coherent infrastructure,"Half stock turn seek. Grow cover firm participant arm reality including PM. Author simply program decade.
Similar for energy sound nor home. Sister both economy reveal appear happy.
Station north deal total.",Fintech,₹255 Cr,4,Pre-seed,2023-01-21,Jones-Leblanc,₹247 Cr,₹678 Cr,462,77-1990,"CEO: Alexis Hart, CTO: Brett Lopez",Vickie Barrera (https://linkedin.com/in/isaiah51),Jacob Hampton,13%,Actively Hiring,"Product, Engineering",Electric Scooters,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Enterprises,"Maruti Suzuki, Bosch",Strong gun prepare middle security law.,"Company X, Company Y"
Infosys,LLC,Tamil Nadu,Bengaluru,2001,https://kirby-bishop.in,https://logo.clearbit.com/kirby-bishop.in,Multi-channeled radical encoding,"Television after director often land represent. By voice somebody item. Road third speech rock center.
Son same camera minute everything address himself. Value letter late clearly. Wait society single increase religious.
Article think cut any sell degree. Idea board dinner.",Fintech,₹450 Cr,2,Series C,2021-12-15,"Ramirez, Taylor and Hernandez",₹177 Cr,₹483 Cr,449,207-1524,"CEO: Kirsten Cowan, CTO: Aaron Graham",Martin Castillo (https://linkedin.com/in/carlos46),David Moore,12%,Actively Hiring,"Sales, Marketing",Health and Fitness App,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"HSBC (UK), ICICI (India)",Economic student small course morning fall key.,"Company X, Company Y"
Snapdeal,Proprietorship,West Bengal,Chandigarh,2007,https://murphy-soto.in,https://logo.clearbit.com/murphy-soto.in,Ameliorated 6thgeneration solution,"We article deal father study could floor those. Child high glass property collection government plant.
All must way base religious close. Service institution personal structure.
Coach senior arm specific discuss side.",Fintech,₹369 Cr,2,Series A,2022-12-24,Williams Ltd,₹286 Cr,₹1150 Cr,412,493-721,"CEO: Andrew Yang, CTO: Nicole Miller",Melanie Jordan (https://linkedin.com/in/cathystokes),Dawn Moreno,17%,Actively Hiring,"Marketing, Sales",Online Grocery,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Wall walk gun training attention may sea.,"Company X, Company Y"
Lenskart,Proprietorship,Rajasthan,Chennai,2016,"https://henry,montgomeryandkennedy.in","https://logo.clearbit.com/henry,montgomeryandkennedy.in",Operative next generation open system,"Trade on director themselves rate exist. Create offer step religious treat approach. If child hit example turn social live.
Out current to administration trial law more allow.",Edtech,₹406 Cr,1,Series A,2022-12-20,"Jones, Rhodes and Bennett",₹256 Cr,₹333 Cr,418,483-1254,"CEO: Amanda Contreras, CTO: David Gardner",Adam Hays (https://linkedin.com/in/vgreene),Travis Pena,42%,Hiring Freeze,"Marketing, Product",Electric Scooters,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Boutique Brands,Anyone spring reduce my perform nearly.,"Titan Eyeplus, Coolwinks"
Delhivery,Public Ltd,Telangana,Bengaluru,2020,https://edwards-cordova.in,https://logo.clearbit.com/edwards-cordova.in,Innovative even-keeled Internet solution,"Dog tax manager important. Family professor score fish run network debate way. Wish consumer develop agreement. Throw close network.
Interesting look traditional to rest. Threat meeting which fish very environmental my.",E-commerce,₹222 Cr,2,Pre-seed,2020-01-31,"Sullivan, Williams and Avery",₹205 Cr,₹563 Cr,151,491-1848,"CEO: Tracy Bridges, CTO: Margaret Cooper",Courtney Moon (https://linkedin.com/in/jessicaflowers),Richard Pham,9%,Actively Hiring,"Sales, Marketing",Insurance Platform,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Fish sell piece certainly.,"Ecom Express, Xpressbees"
Cashfree,Pvt Ltd,West Bengal,Kolkata,1998,"https://huang,ortizandmercer.in","https://logo.clearbit.com/huang,ortizandmercer.in",Persevering interactive framework,"Ten red citizen perform example. Three technology off table someone decision like. Head sea could such student safe million.
Huge market despite door lose. Drug travel film water sport later picture.
Hope look on. Certainly politics west wish writer win term.",Fintech,₹422 Cr,4,Series A,2024-07-01,Rodriguez-Pollard,₹175 Cr,₹530 Cr,412,14-1049,"CEO: Joshua Cooper, CTO: George Valdez",Darlene Trevino (https://linkedin.com/in/joanna88),David Harris,24%,Hiring Freeze,"Marketing, Product",Job Search Platform,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Maruti Suzuki, Bosch",People necessary morning similar.,"Company X, Company Y"
Turtlemint,Pvt Ltd,Maharashtra,Kolkata,2011,https://kirk-jones.in,https://logo.clearbit.com/kirk-jones.in,Future-proofed even-keeled workforce,"Support race also situation. Oil cell dream player material police color.
Yourself appear look experience policy trouble. Movie tax prevent stage consumer reduce. Indicate thing right pass majority.
Itself keep take when fund size. Close research character pass approach some popular.",Healthtech,₹492 Cr,4,Pre-seed,2024-02-15,"King, Mahoney and Garcia",₹109 Cr,₹488 Cr,207,496-750,"CEO: Cynthia Nicholson, CTO: Theresa Anderson",Scott Floyd (https://linkedin.com/in/uritter),Thomas Mccormick,24%,Actively Hiring,"Sales, Engineering",Insurance Platform,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Local Manufacturers,Occur between stock nature.,"Startup A, Startup B"
Tata Motors,Pvt Ltd,Uttar Pradesh,Chennai,2006,https://lopezandsons.in,https://logo.clearbit.com/lopezandsons.in,Organized transitional service-desk,"Believe ability always night. Policy cause west campaign five.
Tv mention artist imagine article. Car practice very old language no plan. Control model ten.
Husband get blood check force many purpose civil. Including example mother.",AgriTech,₹257 Cr,2,Series B,2024-06-02,Prince-Nguyen,₹181 Cr,₹1852 Cr,44,84-1707,"CEO: Joshua Gonzalez, CTO: William Cox Jr.",Robert Perez (https://linkedin.com/in/kylemcintosh),Elizabeth Schneider,12%,Actively Hiring,"Marketing, Sales",Digital Payments,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Adani Group, Wipro",Final national should try exist.,"Startup A, Startup B"
Razorpay,Proprietorship,Punjab,Hyderabad,2012,https://bartonltd.in,https://logo.clearbit.com/bartonltd.in,Automated optimizing knowledge user,"Power tell spring defense dark. Reflect shoulder dinner yeah point respond. Traditional arrive throughout whom.
Meet personal to hot agency learn. Especially despite arrive early. Standard attorney late week program sit season sometimes.",Logistics,₹432 Cr,1,Seed,2020-03-27,"Richardson, Green and Key",₹62 Cr,₹107 Cr,165,166-1234,"CEO: Jordan Obrien, CTO: Andrew Ray",Andrew Bruce (https://linkedin.com/in/cynthia71),Jason Parsons,26%,Actively Hiring,"Engineering, Sales",Online Grocery,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Enterprises,"Adani Group, Wipro",Above staff eight drug go benefit.,"Cashfree, PayU"
Navi,Public Ltd,Maharashtra,Jaipur,2004,https://walker-davis.in,https://logo.clearbit.com/walker-davis.in,Multi-layered reciprocal groupware,"Some need tell wind between. Health pick cut she blue information seek. Sort rule bar military.
Pass newspaper later month grow culture. Song role recent ask partner bed. Professor kind into security fund.",E-commerce,₹104 Cr,3,Series A,2025-04-06,"Murphy, Durham and Mack",₹69 Cr,₹1202 Cr,100,276-1673,"CEO: Ricardo Burch MD, CTO: Tina Shah",Lauren Wright (https://linkedin.com/in/johnsonmatthew),Michael Phillips,23%,Actively Hiring,"Sales, Marketing",Prescription Medicines,B2B,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Boutique Brands,Happen expect eye both fly forget.,"Company X, Company Y"
Reliance Jio,Public Ltd,Rajasthan,Hyderabad,2023,https://laraltd.in,https://logo.clearbit.com/laraltd.in,Public-key background knowledge user,"Nation stay education investment cut. Community section push great child.
Practice five ground drive ok.
Which while eight stage young. Paper black start system action team add only.",Logistics,₹487 Cr,4,Seed,2023-12-16,Johnson Ltd,₹244 Cr,₹1572 Cr,236,78-1878,"CEO: Melinda Li, CTO: Kristen Rodriguez",Luke Harvey (https://linkedin.com/in/dcunningham),Angela Lee,48%,Actively Hiring,"Engineering, Sales",Home Services,D2C,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"HDFC Bank, Airtel",Too town especially concern.,"Company X, Company Y"
Mobikwik,LLC,West Bengal,Lucknow,2000,"https://hughes,tapiaandwright.in","https://logo.clearbit.com/hughes,tapiaandwright.in",Seamless national circuit,"Ago win major manager major. Study out glass half teacher knowledge. Movie form Mrs against take increase especially question.
Billion east name visit. Employee remember prevent Mr question speak long. Possible pay wonder.",SaaS,₹320 Cr,3,Series C,2024-12-05,Roth-Moore,₹195 Cr,₹1822 Cr,296,279-1037,"CEO: Roberta Mitchell, CTO: Ralph Smith",Brendan Kline (https://linkedin.com/in/gsweeney),Bailey Lynch,3%,Hiring Freeze,"Marketing, Product",Online Grocery,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Personal personal wife bed break hair station cost.,"Startup A, Startup B"
1mg,Pvt Ltd,Delhi,Chennai,2007,https://greene-gonzales.in,https://logo.clearbit.com/greene-gonzales.in,Horizontal web-enabled encoding,"Some rate soldier wife agency north. Group pattern really.
Conference popular deal adult add direction. Million store soon Congress factor realize relate find. Sign themselves business kid government whole gas wish.",E-commerce,₹24 Cr,1,Series C,2025-04-09,Hurley-Martin,₹137 Cr,₹1017 Cr,263,150-1785,"CEO: Martin Ortiz, CTO: David Steele",Wayne Frye (https://linkedin.com/in/ralphball),Aaron Jones,27%,Hiring Freeze,"Marketing, Engineering",AI Chatbot Tools,D2C,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Flipkart, Tata Group",Later long although green by.,"Startup A, Startup B"
PhonePe,Proprietorship,Tamil Nadu,Mumbai,1998,https://montgomery-hines.in,https://logo.clearbit.com/montgomery-hines.in,Front-line human-resource functionalities,"Arrive family successful open deal low single. Six rule police child. Local join on leader state six. Especially win detail could sell son.
Impact identify key. Family base stay blue available. Rule computer morning cut thus list city.",SaaS,₹407 Cr,2,Series B,2021-09-16,Rodriguez Ltd,₹145 Cr,₹1205 Cr,91,110-1304,"CEO: Derrick Pierce, CTO: Brandi Bauer",Andrea Webster (https://linkedin.com/in/christiancollins),Douglas Anderson,2%,Actively Hiring,"Product, Marketing",Furniture Marketplace,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Democrat oil many design early after.,"Paytm, Google Pay"
ShareChat,LLC,Rajasthan,Lucknow,2015,https://davisgroup.in,https://logo.clearbit.com/davisgroup.in,Phased demand-driven capability,"Culture or realize. Senior it state money physical term. Official power since be.
Like network knowledge beautiful leave officer. Other music challenge improve. Memory Mrs hold.
Across wish series character. Nature lose risk risk all drop necessary third. Candidate power degree least section bar.",Logistics,₹298 Cr,1,Series A,2023-09-25,Briggs LLC,₹267 Cr,₹1820 Cr,200,24-1769,"CEO: Casey Brown, CTO: Mrs. Regina Lee",Craig Long (https://linkedin.com/in/frostsherry),Brittney Martin,28%,Hiring Freeze,"Marketing, Product",Credit Card Rewards,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Tier 2 Service Providers,Know in store court mouth budget from fact.,"Company X, Company Y"
Delhivery,LLC,Rajasthan,Lucknow,2001,https://mack-hunter.in,https://logo.clearbit.com/mack-hunter.in,Customer-focused multi-tasking software,"Business goal purpose entire maybe entire. Less young service member some professional. Tough whom relate from. Tax worker hard someone treatment all wear.
Institution live human. Reason your born.
Early to already black ever. Nation treat yourself.",AgriTech,₹2 Cr,1,Seed,2023-07-10,Lee-Chavez,₹119 Cr,₹1815 Cr,15,149-963,"CEO: Daniel Camacho, CTO: Peter Coleman",Thomas Bauer (https://linkedin.com/in/ocordova),Jessica Rivera,10%,Hiring Freeze,"Sales, Marketing",Credit Card Rewards,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Adani Group, Wipro",Return not response message ago reduce price.,"Ecom Express, Xpressbees"
Open Financial,Proprietorship,Uttar Pradesh,Hyderabad,1995,https://berry-cobb.in,https://logo.clearbit.com/berry-cobb.in,Managed client-server utilization,"Country someone use although speak.
Relate statement not head include film. Between exist national late too onto.
Himself way job painting improve exist just. Certainly simple because reason law wish probably. Animal probably entire free. Too identify crime central police stand.",E-commerce,₹81 Cr,1,Series A,2023-08-20,Black-Davis,₹83 Cr,₹1096 Cr,146,185-1134,"CEO: Taylor Marshall, CTO: Austin Sparks",Michele Jimenez (https://linkedin.com/in/rpeters),Jessica Bates,23%,Actively Hiring,"Engineering, Marketing",Credit Card Rewards,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Box rather style than.,"Startup A, Startup B"
Ola Cabs,LLC,Delhi,Chandigarh,2007,"https://mcclure,carsonandwu.in","https://logo.clearbit.com/mcclure,carsonandwu.in",Adaptive bi-directional service-desk,"Herself be might his week. Think none owner born detail protect stock. Operation picture offer network ever.
Class vote coach same charge person away second. Become hundred example.
Various as account before matter authority. Fight want light chance then at. Similar business time could close send.",Fintech,₹123 Cr,4,Series A,2025-01-21,"Murray, Williams and Jennings",₹157 Cr,₹1963 Cr,228,483-903,"CEO: Michael Jones, CTO: Eugene Fields",Joseph Schultz (https://linkedin.com/in/miranda38),Linda Clark,44%,Hiring Freeze,"Product, Sales",Digital Payments,B2B,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Local Kirana Stores,Capital determine person dinner.,"Uber, BluSmart"
DailyHunt,Public Ltd,Tamil Nadu,Bengaluru,2012,https://murphy-rhodes.in,https://logo.clearbit.com/murphy-rhodes.in,Universal grid-enabled policy,"Until prepare thousand. Model manager scene material late somebody. Benefit be statement create.
Fly to boy push necessary college. Teach support team few skill.
Create subject million heavy morning else. Will follow instead. Name never probably enjoy.",Healthtech,₹323 Cr,3,Series B,2021-04-16,Frazier-Barrera,₹238 Cr,₹1387 Cr,255,26-1727,"CEO: Scott Thompson, CTO: Wendy Richardson",Marvin Brandt (https://linkedin.com/in/whitney43),Laurie Walton,8%,Hiring Freeze,"Marketing, Product",Ride Hailing,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Enterprises,"Adani Group, Wipro",Spring paper nor task cell table fact technology.,"Startup A, Startup B"
Scripbox,Public Ltd,West Bengal,Chandigarh,2006,https://gonzalezinc.in,https://logo.clearbit.com/gonzalezinc.in,Optional interactive encryption,"Street respond rest way. Prepare focus stock on. Ground often yard attorney among everyone.
Evening range shake role mind available. Floor college increase base most high.
General air staff lead price. Capital range already their different lead whom. Teacher college entire prepare.",Healthtech,₹350 Cr,2,Series A,2023-01-02,"Hampton, Thomas and Harris",₹77 Cr,₹1720 Cr,229,417-1985,"CEO: Zachary Cooper, CTO: Courtney Saunders",Toni Chambers (https://linkedin.com/in/tturner),Amanda Nguyen,26%,Hiring Freeze,"Engineering, Sales",Fashion Retail,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Boutique Brands,Billion though summer time hold animal.,"Company X, Company Y"
Unacademy,LLC,Telangana,Bengaluru,1995,https://roberts-valdez.in,https://logo.clearbit.com/roberts-valdez.in,Implemented bottom-line artificial intelligence,"Leg face plant perform beyond. Event close prove sell window.
Beyond wife know left. It possible them drug car.
Physical trouble worker none your any. Hear nearly will teach become discover argue. Cost simple raise.
Kitchen oil employee use financial among add.",E-commerce,₹198 Cr,1,Series C,2023-06-29,"Williams, Spencer and Silva",₹253 Cr,₹1975 Cr,165,435-642,"CEO: Tammy Yates, CTO: Shawn Wagner",Sarah Murphy (https://linkedin.com/in/josephstein),Carlos Reed,24%,Actively Hiring,"Engineering, Marketing",Ride Hailing,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Local Manufacturers,Page seat very part director hour.,"Byju's, Vedantu"
ShareChat,Public Ltd,Telangana,Kolkata,2014,https://leeinc.in,https://logo.clearbit.com/leeinc.in,Cloned high-level methodology,"Factor owner animal street special. Almost threat blue include and again.
Style everyone fall science number know watch. Bank answer drug throw recognize live.
Clearly accept success risk. Minute poor story style century age quickly.",AgriTech,₹188 Cr,1,Pre-seed,2024-12-14,"Haynes, Bailey and Olson",₹273 Cr,₹443 Cr,121,270-1152,"CEO: Austin Manning, CTO: Jeffery Harvey",Philip Phelps (https://linkedin.com/in/qcox),John Moore,19%,Actively Hiring,"Product, Sales",Health and Fitness App,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Political degree letter imagine impact south.,"Startup A, Startup B"
HealthifyMe,Pvt Ltd,Karnataka,Chennai,2021,https://fritz-lewis.in,https://logo.clearbit.com/fritz-lewis.in,Cross-group hybrid orchestration,"Guy Mrs subject buy put. Talk stock sure nor his employee.
Draw bit hair single natural agree authority sometimes. Try around college moment body deal work.
May establish impact piece. Watch rule too keep. Challenge respond product husband poor through.",Fintech,₹296 Cr,2,Seed,2023-03-08,Rice LLC,₹215 Cr,₹1853 Cr,171,244-1858,"CEO: Samuel Mcneil, CTO: Erin Jackson",Elizabeth Jimenez (https://linkedin.com/in/robert63),Patrick Smith,26%,Actively Hiring,"Product, Sales",Home Services,B2B,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Enterprises,"Reliance Retail, SBI",Impact stop perhaps society company prove.,"Cure.fit, MyFitnessPal"
Nykaa,Proprietorship,Punjab,Kolkata,2013,"https://cruz,thompsonandrich.in","https://logo.clearbit.com/cruz,thompsonandrich.in",Re-engineered well-modulated capacity,"Those police son couple even air while civil. Responsibility event far late there stock world.
Poor idea require should. Dinner expert magazine nearly even bag quite final.",Healthtech,₹359 Cr,3,Series C,2022-01-20,Hale-Taylor,₹194 Cr,₹1021 Cr,450,231-1106,"CEO: Scott Roy, CTO: Vanessa Lozano",Tammy Butler (https://linkedin.com/in/brianahenry),Christina Jacobson,30%,Actively Hiring,"Sales, Marketing",Audio Wearables,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Receive right southern send.,"Purplle, Myntra"
Lenskart,LLC,Rajasthan,Lucknow,2019,"https://smith,thompsonandadams.in","https://logo.clearbit.com/smith,thompsonandadams.in",Balanced secondary system engine,"Nor produce good be pressure assume agree. Carry religious better total fact street around partner.
According read occur citizen challenge. Hospital pretty statement expert impact doctor generation.",AgriTech,₹454 Cr,1,Pre-seed,2020-04-29,Lee Ltd,₹87 Cr,₹1439 Cr,113,211-730,"CEO: Brian Roman, CTO: Laura Padilla",Dr. James Hughes (https://linkedin.com/in/herreraalison),Jeffery White,9%,Actively Hiring,"Product, Marketing",AI Chatbot Tools,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Regional Retailers,Can create manager bad dog true pull matter.,"Titan Eyeplus, Coolwinks"
CureFit,Proprietorship,Telangana,Bengaluru,2004,"https://ramos,lopezandcline.in","https://logo.clearbit.com/ramos,lopezandcline.in",Fundamental holistic policy,"Left oil quite feeling serious. Surface great third account market follow. Necessary would star me dream newspaper.
Challenge southern woman source war. Clear easy another free carry manage worker arrive.
Carry tree knowledge clear image significant. Know cost entire environment kind.",Logistics,₹53 Cr,2,Series C,2021-03-25,Nolan LLC,₹236 Cr,₹917 Cr,383,33-1787,"CEO: Susan Jackson, CTO: Jorge Baker",Tyler Olson (https://linkedin.com/in/kevinglover),Heather Sanders MD,9%,Hiring Freeze,"Marketing, Sales",Insurance Platform,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Local Manufacturers,Purpose accept plan chance letter final buy.,"Company X, Company Y"
